,Close,High,Open,Low
0,0.8805566382668144,0.8263978907461036,0.9796681025978267,0.9702774619334795
1,0.812269351828027,0.7475032766904338,0.9023623499563772,0.8958484996152307
2,0.7514416908341967,0.6907367219857202,0.8467853767869995,0.8421135152621283
3,0.7004631220535703,0.6419141939075218,0.798222038916045,0.7952716633877984
4,0.6574842444147841,0.6010312419037752,0.7573733625643322,0.7557330851522696
5,0.6213197371387691,0.5666576591527864,0.7229277263842862,0.7223445554826945
6,0.590898908208031,0.5377679580608249,0.6939327029660389,0.6942151727934953
7,0.565316713245788,0.5134833455317767,0.6695385818146911,0.6705383884831587
8,0.5438065408109847,0.49306901012082727,0.6490224970961824,0.6506205047400786
9,0.5257216599523648,0.47590766669076634,0.6317711228920684,0.6338697825342672
10,0.5105172832329412,0.461480751855479,0.6172664398826471,0.6197849471628802
11,0.4977349181533928,0.4493524748803458,0.6050718204407322,0.607942802845577
12,0.4869888869320899,0.43915654971912776,0.5948196757086752,0.5979867531067206
13,0.4779548506934172,0.43058508154318353,0.5862007378757894,0.5896166324931172
14,0.47036009475252727,0.42337924558656514,0.5789548992502385,0.5825799211890547
15,0.4639753306043917,0.4173214607670822,0.5728634405894073,0.5766642491308975
16,0.45860778962898413,0.41222881476065787,0.5677424651102931,0.5716910433515547
17,0.4540954104454878,0.40794753870342104,0.5634373635316736,0.5675101637913583
18,0.45030194925443573,0.40434836316692,0.559818153971346,0.563995382782511
19,0.44711286777530207,0.40132261447808126,0.5567755610625517,0.5610405796718537
20,0.4444318756606887,0.39877893318893476,0.5542177182525351,0.5585565393697575
21,0.4421780234711275,0.3966405154620166,0.5520673948015109,0.5564682598692334
22,0.44028325865937407,0.3948427940076873,0.550259664258767,0.5547126882303509
23,0.43869037087326174,0.39333148851914557,0.5487399442518163,0.5532368170372615
24,0.43735126458569024,0.39206096672499435,0.5474623485104475,0.5519960840223627
25,0.43622550691787515,0.3909928665660878,0.5463883014169967,0.5509530266147209
26,0.43527910681922555,0.3900949378915084,0.5454853732739136,0.5500761508247728
27,0.4344834887472562,0.3893400686984163,0.544726301131548,0.549338980329393
